bar_open_ns,known_at_ns,previous-18:00 / HLC3,previous-18:00 / close,previous-18:00 / OHLC4,previous-18:00 / native-trades,midnight-00:00 / HLC3,midnight-00:00 / close,midnight-00:00 / OHLC4,midnight-00:00 / native-trades,london-02:00 / HLC3,london-02:00 / close,london-02:00 / OHLC4,london-02:00 / native-trades,cash-09:30 / HLC3,cash-09:30 / close,cash-09:30 / OHLC4,cash-09:30 / native-trades
1771911600000000000,1771911660000000000,24830.120786285133,24830.610479505027,24830.00385924207,24829.884802784225,24866.662160344364,24866.648708635996,24866.831391242937,24866.66313559322,,,,,,,,
1771911660000000000,1771911720000000000,24830.131729738652,24830.621722730644,24830.014981526714,24829.895761192183,24866.52586437058,24866.520124148978,24866.69523428114,24866.52523027633,,,,,,,,
1771911720000000000,1771911780000000000,24830.15194519082,24830.640507736494,24830.035503335494,24829.91671299299,24866.28129936809,24866.264119273303,24866.45063191153,24866.286828594,,,,,,,,
1771911780000000000,1771911840000000000,24830.16931551661,24830.659301320826,24830.052063402665,24829.933966485616,24866.148187980707,24866.153989049668,24866.304458349627,24866.149882675007,,,,,,,,
1771911840000000000,1771911900000000000,24830.22165075455,24830.71030181706,24830.103535956267,24829.987134277795,24865.89074215275,24865.892203583684,24866.029451010294,24865.896778497903,,,,,,,,
1771911900000000000,1771911960000000000,24830.267251444027,24830.74754209168,24830.152265500183,24830.036830219982,24865.410187584843,24865.324972232505,24865.57918363569,24865.45862643465,,,,,,,,
1771911960000000000,1771912020000000000,24830.31576932501,24830.79612274899,24830.202742175057,24830.083976479236,24864.671984551394,24864.608467023172,24864.85325311943,24864.694117647057,,,,,,,,
1771912020000000000,1771912080000000000,24830.350456725635,24830.831889835947,24830.238740338496,24830.11778633184,24864.101149226146,24864.06514206514,24864.289024601523,24864.1062023562,,,,,,,,
1771912080000000000,1771912140000000000,24830.389950368437,24830.86314779855,24830.28109394982,24830.163936422876,24863.305898720086,24863.198414023373,24863.51423205342,24863.37529215359,,,,,,,,
1771912140000000000,1771912200000000000,24830.41953248092,24830.883453520786,24830.315914358867,24830.195438431703,24861.92609016999,24861.751425403865,24862.172909407665,24862.00039594552,,,,,,,,
1771912200000000000,1771912260000000000,24830.442769306203,24830.914780572733,24830.340309254367,24830.2021372396,24859.332227670417,24859.292399769252,24859.558840496105,24859.2209402942,,,,,,,,
1771912260000000000,1771912320000000000,24830.44926060171,24830.91909055507,24830.348131908457,24830.209852320044,24858.82977469834,24858.77934106335,24859.06253535068,24858.727516968323,,,,,,,,
1771912320000000000,1771912380000000000,24830.456689498405,24830.928558609758,24830.354715027068,24830.21609637185,24858.503323108383,24858.479155047407,24858.723542944786,24858.388106525377,,,,,,,,
1771912380000000000,1771912440000000000,24830.472307600496,24830.945018053775,24830.37076445048,24830.230648145385,24858.04910389374,24858.043190502183,24858.266409661574,24857.921465611355,,,,,,,,
1771912440000000000,1771912500000000000,24830.487697715296,24830.959861189716,24830.386298814454,24830.24704357928,24857.74353293949,24857.74040010741,24857.9570018797,24857.623120300752,,,,,,,,
1771912500000000000,1771912560000000000,24830.497967358762,24830.969004699862,24830.397117987388,24830.25762984116,24857.495381419605,24857.488133121187,24857.709824980113,24857.37629276054,,,,,,,,
1771912560000000000,1771912620000000000,24830.502637679445,24830.97312539008,24830.40200092133,24830.262549410047,24857.330701754385,24857.322236842105,24857.544621710527,24857.21289473684,,,,,,,,
1771912620000000000,1771912680000000000,24830.51015536095,24830.98077037257,24830.40895057147,24830.270172183464,24857.131057842624,24857.128452318917,24857.336877931215,24857.012962480458,,,,,,,,
1771912680000000000,1771912740000000000,24830.513790391982,24830.984340227293,24830.412613869026,24830.273960713326,24857.052326587094,24857.051115723923,24857.25711922678,24856.935067462375,,,,,,,,
1771912740000000000,1771912800000000000,24830.526440170695,24830.99769602323,24830.42473182007,24830.2859894506,24856.855518509015,24856.865863041807,24857.052176840214,24856.731469607592,,,,,,,,
1771912800000000000,1771912860000000000,24830.54753351075,24831.01739355411,24830.446230041394,24830.30748817268,24856.544676566824,24856.55172413793,24856.73922413793,24856.42191039517,,,,,,,,
1771912860000000000,1771912920000000000,24830.556875689203,24831.025084180055,24830.455790701795,24830.317595108692,24856.39012222499,24856.387378398602,24856.583858194062,24856.272761287102,,,,,,,,
1771912920000000000,1771912980000000000,24830.57381513679,24831.04132164432,24830.473644467365,24830.33570797112,24856.03151500326,24856.032045009786,24856.227143468688,24855.921538649705,,,,,,,,
1771912980000000000,1771913040000000000,24830.577157766595,24831.04460104268,24830.476896851345,24830.338907543224,24855.959917153992,24855.961744639375,24856.153645833332,24855.84825779727,,,,,,,,
1771913040000000000,1771913100000000000,24830.584005257693,24831.05163027485,24830.483987846506,24830.34585221588,24855.825896815797,24855.832708585247,24856.01942261185,24855.714087061668,,,,,,,,
1771913100000000000,1771913160000000000,24830.594029594795,24831.062494487727,24830.49346244304,24830.35560047038,24855.707853486878,24855.725167946257,24855.894568738004,24855.5927903071,,,,,,,,
1771913160000000000,1771913220000000000,24830.614645086196,24831.080134413336,24830.514468509715,24830.378066854493,24855.523499723993,24855.523125147858,24855.709353560444,24855.42163472912,,,,,,,,
1771913220000000000,1771913280000000000,24830.638901911385,24831.106192680712,24830.537913138385,24830.401154443436,24855.396893974776,24855.416861279777,24855.572600420364,24855.283979448854,,,,,,,,
1771913280000000000,1771913340000000000,24830.73252594148,24831.204770024484,24830.62999883409,24830.487138568264,24855.123496226555,24855.19950683703,24855.27626933423,24854.94681685721,,,,,,,,
1771913340000000000,1771913400000000000,24830.76803571256,24831.242616463467,24830.66529119504,24830.520135595198,24855.075110619466,24855.174059734512,24855.222898230088,24854.878429203534,,,,,,,,
1771913400000000000,1771913460000000000,24830.805849184464,24831.279657325395,24830.70396580514,24830.558508784663,24854.998655913972,24855.09737358326,24855.149193548386,24854.8054163034,,,,,,,,
1771913460000000000,1771913520000000000,24830.827810327668,24831.2997215535,24830.726406372363,24830.582011195867,24854.94272858171,24855.030723542117,24855.094546436285,24854.760475161987,,,,,,,,
1771913520000000000,1771913580000000000,24830.858187980302,24831.322018454775,24830.76079842932,24830.61619565532,24854.685189105272,24854.72168712955,24854.86134631668,24854.529530059273,,,,,,,,
1771913580000000000,1771913640000000000,24830.87174990378,24831.334822459583,24830.775218316976,24830.630636547343,24854.440190555666,24854.47736282078,24854.618610473608,24854.289641143332,,,,,,,,
1771913640000000000,1771913700000000000,24830.882401110415,24831.344944095443,24830.786228099245,24830.641000518703,24854.215345005145,24854.254170957774,24854.39281668383,24854.06158599382,,,,,,,,
1771913700000000000,1771913760000000000,24830.89206043351,24831.353189439476,24830.796202295016,24830.65227488424,24853.95659017059,24853.991368805848,24854.132450751422,24853.813007717305,,,,,,,,
1771913760000000000,1771913820000000000,24830.897724009195,24831.35972860425,24830.80211803561,24830.65712234348,24853.768985856957,24853.814096119044,24853.943934747636,24853.618741202492,,,,,,,,
1771913820000000000,1771913880000000000,24830.926247708005,24831.393758595004,24830.827261918406,24830.682887348157,24853.585953463844,24853.67599367214,24853.733080383627,24853.415167095118,,,,,,,,
1771913880000000000,1771913940000000000,24830.95689992089,24831.428343675827,24830.856278060568,24830.71366067088,24853.507663022254,24853.629344006247,24853.64049687622,24853.336782506834,,,,,,,,
1771913940000000000,1771914000000000000,24830.98016496279,24831.45013278885,24830.88035438917,24830.737970472328,24853.451524527813,24853.566524850125,24853.58764020499,24853.287033455807,,,,,,,,
1771914000000000000,1771914060000000000,24830.991291012848,24831.45976462197,24830.892161198288,24830.750099857345,24853.388269588053,24853.495387276573,24853.527520180665,24853.23005958101,,,,,,,,
1771914060000000000,1771914120000000000,24830.998145990805,24831.453791839518,24830.906923055067,24830.76029294766,24852.830216320675,24852.86263325229,24853.015090237517,24852.69174303348,,,,,,,,
1771914120000000000,1771914180000000000,24830.99868868728,24831.453352707682,24830.90658491636,24830.762397221435,24852.527782899986,24852.559745528306,24852.70305873133,24852.398073022312,,,,,,,,
1771914180000000000,1771914240000000000,24830.996763822808,24831.450749206888,24830.90504971108,24830.760537049624,24852.381192352324,24852.41139820414,24852.55732316291,24852.25123694337,,,,,,,,
1771914240000000000,1771914300000000000,24830.996121726832,24831.449886765746,24830.904177282377,24830.760205237086,24852.295074236332,24852.325483753193,24852.468692953633,24852.16671230376,,,,,,,,
