t,o,h,l,c,v,instrument_id
1788357000000,29048.0,29072.5,29048.0,29069.5,1587.0,42004177
1788357060000,29068.25,29068.5,29035.25,29037.75,1631.0,42004177
1788357120000,29037.25,29056.75,29035.0,29045.0,1578.0,42004177
1788357180000,29044.5,29063.75,29040.5,29040.5,1455.0,42004177
1788357240000,29041.5,29043.75,29025.25,29029.75,1801.0,42004177
1788357300000,29030.25,29034.0,29017.25,29030.5,1747.0,42004177
1788357360000,29030.75,29051.75,29026.25,29051.25,1788.0,42004177
1788357420000,29050.75,29053.5,29027.25,29027.25,1694.0,42004177
1788357480000,29027.25,29043.5,29024.25,29029.0,1181.0,42004177
1788357540000,29028.75,29067.75,29028.75,29062.25,1763.0,42004177
1788357600000,29061.75,29061.75,29044.25,29057.5,2046.0,42004177
1788357660000,29057.0,29067.0,29050.0,29053.0,1699.0,42004177
1788357720000,29053.0,29059.5,29032.25,29058.75,1940.0,42004177
1788357780000,29058.25,29061.0,29051.5,29055.5,833.0,42004177
1788357840000,29055.75,29084.0,29055.75,29082.25,1670.0,42004177
1788357900000,29083.25,29100.5,29080.5,29089.75,1817.0,42004177
1788357960000,29089.25,29099.0,29079.75,29097.0,1242.0,42004177
1788358020000,29096.75,29109.75,29095.5,29103.0,1382.0,42004177
1788358080000,29102.75,29106.75,29088.5,29097.0,1009.0,42004177
1788358140000,29096.75,29114.25,29090.0,29096.0,1604.0,42004177
1788358200000,29096.0,29125.0,29094.5,29108.5,1888.0,42004177
1788358260000,29108.0,29114.0,29102.75,29111.5,887.0,42004177
1788358320000,29111.75,29114.0,29088.0,29100.25,1409.0,42004177
1788358380000,29101.0,29118.25,29100.5,29118.25,1564.0,42004177
1788358440000,29117.25,29128.25,29114.75,29127.25,1716.0,42004177
1788358500000,29127.75,29134.5,29119.25,29132.25,1879.0,42004177
1788358560000,29132.5,29143.5,29131.5,29141.25,1670.0,42004177
1788358620000,29141.5,29148.75,29137.5,29147.25,1449.0,42004177
1788358680000,29147.0,29157.75,29140.25,29151.0,1556.0,42004177
1788358740000,29151.0,29163.5,29151.0,29160.5,1578.0,42004177
1788358800000,29160.5,29168.5,29149.25,29150.25,1586.0,42004177
1788358860000,29149.5,29177.0,29149.25,29175.5,1988.0,42004177
1788358920000,29175.5,29183.25,29172.75,29178.75,1402.0,42004177
1788358980000,29180.25,29188.5,29172.75,29186.0,1694.0,42004177
1788359040000,29185.5,29186.0,29170.0,29173.25,1015.0,42004177
1788359100000,29173.0,29178.25,29160.25,29168.75,1261.0,42004177
1788359160000,29168.75,29189.0,29168.0,29188.25,1355.0,42004177
1788359220000,29188.0,29188.25,29171.5,29178.25,1009.0,42004177
1788359280000,29178.5,29187.5,29175.75,29186.25,919.0,42004177
1788359340000,29186.75,29193.0,29181.5,29187.25,1183.0,42004177
1788359400000,29187.0,29192.25,29172.75,29175.5,1177.0,42004177
1788359460000,29174.25,29191.5,29174.25,29188.5,1192.0,42004177
1788359520000,29188.5,29189.0,29176.25,29177.25,845.0,42004177
1788359580000,29177.5,29189.75,29172.25,29189.0,997.0,42004177
1788359640000,29188.5,29206.25,29186.25,29205.0,2181.0,42004177
1788359700000,29204.5,29213.0,29197.75,29199.5,1481.0,42004177
1788359760000,29199.0,29204.25,29191.25,29199.75,1167.0,42004177
1788359820000,29199.5,29203.5,29192.75,29193.0,612.0,42004177
1788359880000,29192.75,29195.5,29173.25,29177.25,1192.0,42004177
1788359940000,29177.75,29186.25,29168.5,29185.75,1050.0,42004177
1788360000000,29186.25,29197.0,29182.0,29193.75,1027.0,42004177
1788360060000,29194.0,29197.25,29179.0,29182.5,862.0,42004177
1788360120000,29181.75,29200.25,29181.25,29186.0,1049.0,42004177
1788360180000,29185.75,29196.75,29181.75,29195.0,842.0,42004177
1788360240000,29195.0,29203.0,29192.0,29201.5,848.0,42004177
1788360300000,29201.75,29202.5,29182.25,29182.25,807.0,42004177
1788360360000,29182.75,29184.5,29175.0,29176.25,867.0,42004177
1788360420000,29176.5,29179.25,29171.25,29173.5,503.0,42004177
1788360480000,29173.0,29175.5,29159.0,29160.0,1124.0,42004177
1788360540000,29160.0,29161.75,29146.0,29160.75,1457.0,42004177
1788360600000,29160.25,29160.5,29140.0,29140.25,1341.0,42004177
1788360660000,29140.5,29154.25,29138.5,29151.5,1226.0,42004177
1788360720000,29151.0,29153.25,29141.25,29142.0,870.0,42004177
1788360780000,29143.0,29143.75,29128.5,29132.25,1177.0,42004177
1788360840000,29132.75,29135.75,29121.75,29130.25,916.0,42004177
1788360900000,29130.0,29140.75,29127.75,29132.75,995.0,42004177
1788360960000,29132.5,29136.0,29123.0,29127.0,970.0,42004177
1788361020000,29126.75,29136.0,29123.0,29136.0,665.0,42004177
1788361080000,29135.25,29138.0,29116.0,29120.75,1095.0,42004177
1788361140000,29121.0,29121.25,29111.25,29120.25,859.0,42004177
