# P15-17 AFTER profile 2024-03-05
# wall_seconds=113.514 load_seconds=108.494 candidates=160 supported=148 tape_batches=434176
         72098261 function calls (68759239 primitive calls) in 111.416 seconds

   Ordered by: cumulative time
   List reduced from 3623 to 40 due to restriction <40>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    7.336    3.668 /workspace/.worktrees/p15-17-fast/implementation/src/trading_research/research/rule_discovery/source_adapters/member.py:583(scan_b02)
        2    0.000    0.000    7.336    3.668 /workspace/.worktrees/p15-17-fast/implementation/src/trading_research/research/rule_discovery/source_adapters/member.py:588(_scan_b02_impl)
       27    7.310    0.271    7.310    0.271 /workspace/implementation/.venv/lib/python3.12/site-packages/pyarrow/parquet/core.py:439(read_row_group)
        2    0.000    0.000    7.256    3.628 /workspace/.worktrees/p15-17-fast/implementation/src/trading_research/research/rule_discovery/source_adapters/member.py:396(scan_member_branch_b02)
        2    0.000    0.000    6.966    3.483 /workspace/.worktrees/p15-17-fast/implementation/src/trading_research/research/rule_discovery/source_adapters/member.py:347(_kg1_levels)
        2    0.001    0.001    6.957    3.479 /workspace/.worktrees/p15-17-fast/implementation/src/trading_research/research/method_pack/strategy_options.py:140(key_gamma_reference)
        2    0.001    0.000    6.892    3.446 /workspace/.worktrees/p15-17-fast/implementation/src/trading_research/research/method_pack/strategy_options.py:115(gamma_at)
        2    0.000    0.000    6.758    3.379 /workspace/.worktrees/p15-17-fast/implementation/src/trading_research/research/rule_discovery/source_adapters/refill_b02.py:399(scan_b02)
        2    0.117    0.059    6.757    3.379 /workspace/.worktrees/p15-17-fast/implementation/src/trading_research/research/rule_discovery/source_adapters/refill_b02.py:404(_scan_b02_impl)
      791    0.004    0.000    6.684    0.008 /workspace/.worktrees/p15-17-fast/implementation/src/trading_research/research/method_pack/strategy_measurements.py:135(coverage)
      791    0.891    0.001    6.680    0.008 /workspace/.worktrees/p15-17-fast/implementation/src/trading_research/research/method_pack/event_time.py:292(coverage)
        2    4.706    2.353    6.496    3.248 /workspace/.worktrees/p15-17-fast/implementation/src/trading_research/research/method_pack/strategy_options.py:41(option_rows)
      774    0.002    0.000    6.402    0.008 /workspace/.worktrees/p15-17-fast/implementation/src/trading_research/research/method_pack/historical_features.py:132(coverage)


