family,example_id,session,label,branch,play,side,mode,minutes_from_open,reference_kind,cycle,sweep_depth_points,sweep_depth_in_widths,depth_class,coincident_levels_n,coincident_levels,read_classification,read_aligned,read_big_range,read_open_inside_value,read_day_model,read_bias,side_with_bias,stop_points,first_objective_points,far_objective_points,rr_far,outcome
JJ,JJ-2026-08-28,2026-08-28,0,internal_rotation,big_range_eq,short,signature_close,36.0,box_low,0,,,,2,asia_low;evrange_lower,double_break,True,False,True,,,,14.0,6.75,6.75,0.48,target
JJ,JJ-2026-08-28,2026-08-28,0,internal_rotation,big_range_eq,short,next_bar_open,36.0,q25,1,,,,1,box_q25,double_break,True,False,True,,,,19.0,6.5,6.5,0.34,target
JJ,JJ-2026-08-28,2026-08-28,0,judas_reversal,double_break,long,next_bar_open,37.0,minus_0.33,1,,,,2,proj_minus_0.33;pzone_T2_lo,double_break,True,False,True,,,,27.25,40.88,40.88,1.5,stop
JJ,JJ-2026-08-28,2026-08-28,0,internal_rotation,big_range_eq,short,next_bar_open,38.0,box_low,1,,,,2,asia_low;evrange_lower,double_break,True,False,True,,,,12.25,30.88,30.88,2.52,stop
JJ,JJ-2026-08-28,2026-08-28,0,internal_rotation,big_range_eq,short,next_bar_open,38.0,prth_poc,0,,,,2,london_low;onl,double_break,True,False,True,,,,13.5,26.12,26.12,1.94,target
JJ,JJ-2026-08-28,2026-08-28,0,internal_rotation,big_range_eq,short,two_minute_close,42.0,prth_poc,1,,,,2,london_low;onl,double_break,True,False,True,,,,61.5,3.38,3.38,0.05,target
JJ,JJ-2026-08-28,2026-08-28,0,judas_reversal,double_break,long,next_bar_open,42.0,minus_0.5,0,,,,1,proj_minus_0.5,double_break,True,False,True,,,,22.75,68.62,68.62,3.02,stop
JJ,JJ-2026-08-28,2026-08-28,0,judas_reversal,double_break,long,next_bar_open,42.0,minus_0.66,0,,,,1,proj_minus_0.66,double_break,True,False,True,,,,22.75,68.62,68.62,3.02,stop
JJ,JJ-2026-08-28,2026-08-28,0,judas_reversal,double_break,short,next_bar_open,69.0,plus_0.66,0,,,,1,proj_plus_0.66,double_break,True,False,True,,,,16.5,72.38,72.38,4.39,stop
JJ,JJ-2026-08-28,2026-08-28,0,internal_rotation,big_range_eq,long,rejection_close,170.0,prth_val,0,,,,0,,double_break,True,False,True,,,,6.5,140.12,140.12,21.56,stop
JJ,JJ-2026-09-01,2026-09-01,0,other_session,london,short,next_bar_open,-444.0,d1_high,0,,,,0,,double_break,True,False,False,,,,13.0,3.0,3.0,0.23,stop
JJ,JJ-2026-09-01,2026-09-01,0,other_session,london,short,rejection_close,-428.0,prth_high,0,,,,0,,double_break,True,False,False,,,,6.0,1.0,1.0,0.17,target
JJ,JJ-2026-09-01,2026-09-01,0,other_session,london,short,rejection_close,-405.0,prth_high,1,,,,0,,double_break,True,False,False,,,,19.75,11.5,11.5,0.58,target
JJ,JJ-2026-09-01,2026-09-01,0,other_session,london,long,next_bar_open,-385.0,q75,0,,,,1,prth_high,double_break,True,False,False,,,,11.25,35.0,35.0,3.11,stop
JJ,JJ-2026-09-01,2026-09-01,0,other_session,london,long,next_bar_open,-353.0,eq,0,,,,0,,double_break,True,False,False,,,,11.0,63.25,63.25,5.75,stop
JJ,JJ-2026-09-01,2026-09-01,0,other_session,london,long,signature_close,-349.0,q25,0,,,,0,,double_break,True,False,False,,,,10.0,28.5,28.5,2.85,stop
JJ,JJ-2026-09-01,2026-09-01,0,other_session,london,short,rejection_close,-348.0,q25,0,,,,0,,double_break,True,False,False,,,,5.5,38.75,38.75,7.05,target
JJ,JJ-2026-09-01,2026-09-01,0,other_session,london,short,next_bar_open,-345.0,q25,1,,,,0,,double_break,True,False,False,,,,8.75,30.5,30.5,3.49,stop
JJ,JJ-2026-09-01,2026-09-01,0,other_session,london,long,next_bar_open,-329.0,london_low,0,,,,3,asia_low;d2_low;proj_plus_1.33,double_break,True,False,False,,,,11.25,66.75,66.75,5.93,stop
JJ,JJ-2026-09-01,2026-09-01,0,other_session,london,long,signature_close,-322.0,minus_0.5,0,,,,0,,double_break,True,False,False,,,,15.5,145.25,145.25,9.37,stop
JJ,JJ-2026-09-01,2026-09-01,0,other_session,london,long,next_bar_open,-322.0,minus_0.66,0,,,,1,proj_plus_0.66,double_break,True,False,False,,,,18.25,147.25,147.25,8.07,stop
JJ,JJ-2026-09-01,2026-09-01,0,other_session,london,long,next_bar_open,-321.0,prth_low,0,,,,0,,double_break,True,False,False,,,,18.25,147.25,147.25,8.07,stop
JJ,JJ-2026-09-01,2026-09-01,0,other_session,london,long,next_bar_open,-286.0,minus_1.33,0,,,,1,box_high,double_break,True,False,False,,,,12.25,249.0,249.0,20.33,stop
JJ,JJ-2026-09-01,2026-09-01,0,other_session,london,long,next_bar_open,-263.0,minus_1.66,0,,,,2,pzone_T2_hi;range_open,double_break,True,False,False,,,,14.0,292.25,292.25,20.88,stop
JJ,JJ-2026-09-01,2026-09-01,0,judas_reversal,double_break,long,signature_close,0.0,box_low,0,,,band_0.33_0.66,1,onl,double_break,True,False,False,,,,1.5,78.0,78.0,52.0,target
JJ,JJ-2026-09-01,2026-09-01,1,judas_reversal,double_break,long,next_bar_open,3.0,minus_0.33,0,,,,1,proj_minus_0.33,double_break,True,False,False,,,,17.5,114.75,114.75,6.56,stop
JJ,JJ-2026-09-01,2026-09-01,0,judas_reversal,double_break,long,next_bar_open,13.0,minus_0.5,0,,,,2,evrange_lower;proj_minus_0.5,double_break,True,False,False,,,,16.0,138.75,138.75,8.67,target
JJ,JJ-2026-09-01,2026-09-01,0,judas_reversal,double_break,long,rejection_close,20.0,box_low,1,,,inside_0_0.33,1,onl,double_break,True,False,False,,,,19.5,67.75,67.75,3.47,stop
JJ,JJ-2026-09-01,2026-09-01,0,judas_reversal,double_break,short,next_bar_open,139.0,plus_0.33,0,,,,1,proj_plus_0.33,double_break,True,False,False,,,,7.75,113.0,113.0,14.58,stop
GB,GB-2025-11-20,2025-11-20,0,asia_box,asia_fade,short,at_level,-557.0,asia_box,0,13.0,,,0,,,,,,pullback_continuation,,,15.0,93.25,208.0,13.87,stop
GB,GB-2025-11-20,2025-11-20,0,asia_tdo_case,asia_fade,short,tdo_close,-540.0,asia_box,0,13.0,,,0,,,,,,pullback_continuation,,,27.0,81.25,196.0,7.26,stop
GB,GB-2025-11-20,2025-11-20,0,golden_pocket,pocket_continuation,long,pocket_near_limit,122.0,golden_pocket,0,0.0,,,0,,,,,,pullback_continuation,,,84.84,,351.0,4.14,stop
GB,GB-2025-11-20,2025-11-20,0,asia_tdo_case,asia_fade,long,at_level,-427.0,tdo,1,5.5,,,0,,,,,,pullback_continuation,,,7.5,,10.0,1.33,target
GB,GB-2025-11-20,2025-11-20,0,asia_box,asia_fade,short,at_level,-424.0,asia_box,1,7.5,,,0,,,,,,pullback_continuation,,,9.5,93.25,208.0,21.89,stop
GB,GB-2025-11-20,2025-11-20,0,asia_tdo_case,asia_fade,short,at_level,-412.0,tdo,0,21.0,,,0,,,,,,pullback_continuation,,,23.0,,83.25,3.62,target
GB,GB-2025-11-20,2025-11-20,0,london_box,london_reclaim,long,at_level,-373.0,london_box_running,0,16.75,,,0,,,,,,pullback_continuation,,,18.75,69.5,643.25,34.31,stop
GB,GB-2025-11-20,2025-11-20,0,london_box,london_reclaim,long,at_level,-252.0,london_box,0,23.5,,,0,,,,,,pullback_continuation,,,25.5,161.25,735.0,28.82,stop
GB,GB-2025-11-20,2025-11-20,0,asia_box,asia_fade,long,at_level,-217.0,asia_box,1,2.25,,,0,,,,,,pullback_continuation,,,4.25,93.25,104.25,24.53,stop
GB,GB-2025-11-20,2025-11-20,0,asia_box,asia_fade,long,at_level,-162.0,asia_box,2,55.5,,,0,,,,,,pullback_continuation,,,57.5,93.25,104.25,1.81,target
GB,GB-2025-11-20,2025-11-20,0,london_box,london_reclaim,short,at_level,-58.0,london_box,0,37.0,,,0,,,,,,pullback_continuation,,,39.0,161.25,219.0,5.62,stop
GB,GB-2025-11-20,2025-11-20,0,asia_tdo_case,asia_fade,short,at_level,-49.0,tdo,1,58.0,,,0,,,,,,pullback_continuation,,,60.0,,83.25,1.39,stop
GB,GB-2025-11-20,2025-11-20,0,cash_open_reclaim_case,cash_open,long,next_bar_open,2.0,cash_open,0,48.25,,,1,asia_box_high,,,,,pullback_continuation,,,31.5,50.42,84.0,2.67,stop
GB,GB-2025-11-20,2025-11-20,0,cash_open_reclaim_case,cash_open,short,next_bar_open,7.0,cash_open,0,100.25,,,1,asia_box_high,,,,,pullback_continuation,,,103.5,16.58,151.0,1.46,stop
GB,GB-2025-11-20,2025-11-20,0,cash_open_reclaim_case,cash_open,short,next_bar_open,20.0,cash_open,0,19.0,,,0,,,,,,pullback_continuation,,,26.5,61.83,196.25,7.41,stop
GB,GB-2025-11-20,2025-11-20,0,nyam_box,ny_box_fail,short,at_level,32.0,ny_box_09_10,0,8.25,,,0,,,,,,pullback_continuation,,,10.25,145.5,188.75,18.41,stop
GB,GB-2025-11-20,2025-11-20,0,nyam_box,ny_box_fail,long,approach_reject,40.0,ny_box_09_10,0,0.0,,,0,,,,,,pullback_continuation,,,15.0,93.5,582.75,38.85,stop
GB,GB-2025-11-20,2025-11-20,0,nyam_box,ny_box_fail,long,approach_reject,41.0,ny_box_09_10,1,0.0,,,0,,,,,,pullback_continuation,,,23.0,89.0,578.25,25.14,stop
GB,GB-2025-11-20,2025-11-20,0,nyam_box,ny_box_fail,short,at_level,68.0,ny_box_10_11_running,0,10.25,,,0,,,,,,pullback_continuation,,,12.25,143.0,153.75,12.55,target
GB,GB-2025-11-20,2025-11-20,0,nyam_box,ny_box_fail,short,stop_at_level,77.0,ny_box_09_10,1,18.5,,,0,,,,,,pullback_continuation,,,20.5,145.5,188.75,9.21,target
GB,GB-2025-11-20,2025-11-20,0,golden_pocket,pocket_continuation,long,pocket_near_limit,81.0,golden_pocket,0,0.0,,,0,,,,,,pullback_continuation,,,21.35,,82.0,3.84,stop
GB,GB-2025-11-20,2025-11-20,0,nyam_box,ny_box_fail,long,approach_reject,88.0,ny_box_10_11_running,0,0.0,,,1,ny_box_10_11_low,,,,,pullback_continuation,,,24.75,112.0,582.75,23.55,stop
GB,GB-2025-11-20,2025-11-20,0,previous_hour,previous_hour_fail,long,five_minute_close,140.0,hour_box_11_running,0,28.0,,,0,,,,,,pullback_continuation,,,48.5,417.75,439.0,9.05,stop
GB,GB-2025-11-20,2025-11-20,0,prior_week_level,weekly_level,short,at_level,152.0,prior_week,0,15.5,,,0,,,,,,pullback_continuation,,,17.5,,53.5,3.06,target
GB,GB-2025-11-20,2025-11-20,0,previous_hour,previous_hour_fail,long,five_minute_close,160.0,hour_box_11,0,43.75,,,0,,,,,,pullback_continuation,,,67.25,631.25,652.5,9.7,stop
GB,GB-2025-11-20,2025-11-20,0,prior_day_level,overnight_reclaim,long,at_level,162.0,prior_day,0,16.5,,,0,,,,,,pullback_continuation,,,18.5,543.0,600.75,32.47,stop
GB,GB-2025-11-20,2025-11-20,0,previous_hour,previous_hour_fail,long,five_minute_close,190.0,hour_box_12_running,0,45.25,,,0,,,,,,pullback_continuation,,,129.25,205.75,312.25,2.42,stop
GB,GB-2025-11-20,2025-11-20,0,prior_day_level,overnight_reclaim,long,at_level,244.0,prior_day,1,40.0,,,0,,,,,,pullback_continuation,,,42.0,543.0,600.75,14.3,stop
GB,GB-2025-11-20,2025-11-20,0,previous_hour,previous_hour_fail,long,five_minute_close,250.0,hour_box_13_running,0,7.0,,,0,,,,,,pullback_continuation,,,18.5,225.25,252.5,13.65,stop
GB,GB-2025-11-20,2025-11-20,0,previous_hour,previous_hour_fail,long,approach_reject,252.0,hour_box_12,0,0.0,,,0,,,,,,pullback_continuation,,,27.5,272.0,378.5,13.76,stop
GB,GB-2025-11-20,2025-11-20,0,previous_hour,previous_hour_fail,long,five_minute_close,280.0,hour_box_13,0,30.5,,,0,,,,,,pullback_continuation,,,63.75,332.0,359.25,5.64,stop
GB,GB-2025-11-20,2025-11-20,0,previous_hour,previous_hour_fail,long,five_minute_close,285.0,hour_box_13,1,10.25,,,0,,,,,,pullback_continuation,,,50.0,325.5,352.75,7.05,stop
GB,GB-2025-11-20,2025-11-20,0,previous_hour,previous_hour_fail,short,approach_reject,327.0,hour_box_14_running,0,0.0,,,0,,,,,,pullback_continuation,,,28.25,139.0,139.0,4.92,stop
GB,GB-2025-11-20,2025-11-20,0,golden_pocket,pocket_continuation,short,pocket_near_limit,330.0,golden_pocket,0,0.0,,,0,,,,,,pullback_continuation,,,48.46,,196.88,4.06,target
GB,GB-2025-11-20,2025-11-20,0,previous_hour,previous_hour_fail,long,approach_reject,358.0,hour_box_14,0,0.0,,,0,,,,,,pullback_continuation,,,37.25,127.25,170.25,4.57,stop
GB,GB-2025-11-20,2025-11-20,0,previous_hour,previous_hour_fail,long,approach_reject,367.0,hour_box_14,1,0.0,,,0,,,,,,pullback_continuation,,,20.0,171.25,214.25,10.71,stop
GB,GB-2025-11-19,2025-11-19,0,prior_week_level,weekly_level,short,at_level,-906.0,prior_week,0,9.25,,,0,,,,,,sweep_and_fail,,,11.25,,12.5,1.11,target
GB,GB-2025-11-19,2025-11-19,0,prior_week_level,weekly_level,short,at_level,-897.0,prior_week,1,3.0,,,0,,,,,,sweep_and_fail,,,5.0,,12.5,2.5,target
GB,GB-2025-11-19,2025-11-19,0,nyam_box,ny_box_fail,short,at_level,-893.0,prev_ny_box_10_11,0,21.75,,,0,,,,,,sweep_and_fail,,,23.75,183.5,237.25,9.99,stop
GB,GB-2025-11-19,2025-11-19,0,golden_pocket,pocket_continuation,short,pocket_retest_after_failure,-889.0,golden_pocket,0,0.0,,,0,,,,,,sweep_and_fail,,,65.78,,217.88,3.31,stop
GB,GB-2025-11-19,2025-11-19,0,nyam_box,ny_box_fail,long,at_level,-845.0,prev_ny_box_09_10,0,24.5,,,3,tdo;tdo_high;tdo_low,,,,,sweep_and_fail,,,26.5,310.0,437.5,16.51,stop
GB,GB-2025-11-19,2025-11-19,0,nyam_box,ny_box_fail,long,at_level,-803.0,prev_ny_box_09_10,1,5.0,,,3,tdo;tdo_high;tdo_low,,,,,sweep_and_fail,,,7.0,310.0,437.5,62.5,stop
GB,GB-2025-11-19,2025-11-19,0,nyam_box,ny_box_fail,long,at_level,-798.0,prev_ny_box_09_10,2,11.75,,,3,tdo;tdo_high;tdo_low,,,,,sweep_and_fail,,,13.75,310.0,437.5,31.82,stop
GB,GB-2025-11-19,2025-11-19,0,nyam_box,ny_box_fail,short,at_level,-788.0,prev_ny_box_10_11,1,14.5,,,0,,,,,,sweep_and_fail,,,16.5,183.5,237.25,14.38,stop
GB,GB-2025-11-19,2025-11-19,0,prior_week_level,weekly_level,short,post_open_retest,1.0,prior_week,2,2.0,,,0,,,,,,sweep_and_fail,,,4.0,,12.5,3.12,target
GB,GB-2025-11-19,2025-11-19,0,nyam_box,ny_box_fail,short,at_level,-782.0,prev_ny_box_10_11,2,7.25,,,0,,,,,,sweep_and_fail,,,9.25,183.5,237.25,25.65,stop
GB,GB-2025-11-19,2025-11-19,0,prior_week_level,weekly_level,long,at_level,-718.0,prior_week,0,2.5,,,0,,,,,,sweep_and_fail,,,4.5,1154.75,1154.75,256.61,stop
GB,GB-2025-11-19,2025-11-19,1,prior_week_level,weekly_level,long,post_open_retest,1.0,prior_week,1,2.0,,,0,,,,,,sweep_and_fail,,,4.0,1154.75,1154.75,288.69,stop
GB,GB-2025-11-19,2025-11-19,0,asia_tdo_case,asia_fade,short,at_level,-542.0,tdo,0,34.25,,,1,prev_ny_box_09_10_low,,,,,sweep_and_fail,,,36.25,,1.25,0.03,target
GB,GB-2025-11-19,2025-11-19,0,asia_box,asia_fade,long,five_minute_close,-515.0,asia_box,0,47.25,,,0,,,,,,sweep_and_fail,,,94.0,118.5,295.0,3.14,target
GB,GB-2025-11-19,2025-11-19,0,london_box,london_reclaim,short,at_level,-354.0,london_box_running,0,12.25,,,0,,,,,,sweep_and_fail,,,14.25,108.0,116.5,8.18,stop
GB,GB-2025-11-19,2025-11-19,0,asia_box,asia_fade,short,at_level,-279.0,asia_box,0,51.75,,,0,,,,,,sweep_and_fail,,,53.75,163.25,225.5,4.2,stop
GB,GB-2025-11-19,2025-11-19,0,london_box,london_reclaim,short,at_level,-249.0,london_box,0,50.75,,,0,,,,,,sweep_and_fail,,,52.75,150.75,159.25,3.02,stop
GB,GB-2025-11-19,2025-11-19,0,london_box,london_reclaim,short,at_level,-55.0,london_box,1,24.5,,,0,,,,,,sweep_and_fail,,,26.5,150.75,159.25,6.01,stop
GB,GB-2025-11-19,2025-11-19,0,london_box,london_reclaim,short,at_level,-43.0,london_box,2,6.75,,,0,,,,,,sweep_and_fail,,,8.75,150.75,159.25,18.2,stop
GB,GB-2025-11-19,2025-11-19,0,cash_open_reclaim_case,cash_open,long,next_bar_open,2.0,cash_open,0,34.25,,,0,,,,,,sweep_and_fail,,,32.5,52.07,130.25,4.01,target
GB,GB-2025-11-19,2025-11-19,0,prior_week_level,weekly_level,short,next_bar_open,2.0,prior_week,3,362.0,,,0,,,,,,sweep_and_fail,,,387.0,,71.25,0.18,target
GB,GB-2025-11-19,2025-11-19,0,cash_open_reclaim_case,cash_open,short,next_bar_open,8.0,cash_open,0,310.25,,,1,london_box_high,,,,,sweep_and_fail,,,316.25,11.18,67.0,0.21,target
GB,GB-2025-11-19,2025-11-19,0,cash_open_reclaim_case,cash_open,long,next_bar_open,12.0,cash_open,0,17.75,,,1,london_box_high,,,,,sweep_and_fail,,,8.0,10.93,67.25,8.41,target
GB,GB-2025-11-19,2025-11-19,0,cash_open_reclaim_case,cash_open,short,next_bar_open,15.0,cash_open,0,254.75,,,0,,,,,,sweep_and_fail,,,261.5,43.57,121.75,0.47,target
GB,GB-2025-11-19,2025-11-19,0,prior_day_level,overnight_reclaim,short,at_level,51.0,prior_day,0,28.5,,,0,,,,,,sweep_and_fail,,,30.5,583.25,583.25,19.12,open
GB,GB-2025-11-19,2025-11-19,0,prior_day_level,overnight_reclaim,short,at_level,63.0,prior_day,1,10.25,,,0,,,,,,sweep_and_fail,,,12.25,583.25,583.25,47.61,open
GB,GB-2025-11-19,2025-11-19,0,nyam_box,ny_box_fail,long,approach_reject,66.0,ny_box_10_11_running,0,0.0,,,0,,,,,,sweep_and_fail,,,15.25,61.25,854.0,56.0,stop
GB,GB-2025-11-19,2025-11-19,0,nyam_box,ny_box_fail,short,at_level,77.0,ny_box_09_10,0,84.25,,,0,,,,,,sweep_and_fail,,,86.25,331.25,372.0,4.31,target
GB,GB-2025-11-19,2025-11-19,0,previous_hour,previous_hour_fail,long,five_minute_close,130.0,hour_box_11_running,0,6.75,,,1,asia_box_high,,,,,sweep_and_fail,,,24.0,112.5,158.0,6.58,stop
GB,GB-2025-11-19,2025-11-19,0,golden_pocket,pocket_continuation,long,pocket_retest_after_failure,146.0,golden_pocket,0,0.0,,,1,london_box_high,,,,,sweep_and_fail,,,84.19,,295.88,3.51,stop
GB,GB-2025-11-19,2025-11-19,0,prior_week_level,weekly_level,long,at_level,159.0,prior_week,3,25.75,,,0,,,,,,sweep_and_fail,,,27.75,1154.75,1154.75,41.61,stop
GB,GB-2025-11-19,2025-11-19,0,prior_week_level,weekly_level,short,at_level,167.0,prior_week,4,18.75,,,0,,,,,,sweep_and_fail,,,20.75,,12.5,0.6,target
GB,GB-2025-11-19,2025-11-19,0,prior_week_level,weekly_level,short,at_level,172.0,prior_week,5,22.5,,,0,,,,,,sweep_and_fail,,,24.5,,12.5,0.51,target
GB,GB-2025-11-19,2025-11-19,0,previous_hour,previous_hour_fail,long,five_minute_close,195.0,hour_box_12_running,0,74.0,,,0,,,,,,sweep_and_fail,,,109.75,106.5,133.25,1.21,target
GB,GB-2025-11-19,2025-11-19,0,nyam_box,ny_box_fail,long,at_level,196.0,ny_box_09_10,0,65.5,,,0,,,,,,sweep_and_fail,,,67.5,331.25,387.0,5.73,open
GB,GB-2025-11-19,2025-11-19,0,prior_week_level,weekly_level,long,at_level,203.0,prior_week,4,119.0,,,0,,,,,,sweep_and_fail,,,121.0,1154.75,1154.75,9.54,open
GB,GB-2025-11-19,2025-11-19,0,prior_week_level,weekly_level,long,at_level,207.0,prior_week,5,8.25,,,0,,,,,,sweep_and_fail,,,10.25,1154.75,1154.75,112.66,stop
GB,GB-2025-11-19,2025-11-19,0,previous_hour,previous_hour_fail,short,approach_reject,224.0,hour_box_12,0,0.0,,,0,,,,,,sweep_and_fail,,,16.0,166.5,181.25,11.33,stop
GB,GB-2025-11-19,2025-11-19,0,previous_hour,previous_hour_fail,short,approach_reject,249.0,hour_box_12,1,0.0,,,0,,,,,,sweep_and_fail,,,25.75,182.5,197.25,7.66,stop
GB,GB-2025-11-19,2025-11-19,0,previous_hour,previous_hour_fail,long,approach_reject,260.0,hour_box_13_running,0,0.0,,,0,,,,,,sweep_and_fail,,,13.25,101.0,135.75,10.25,stop
GB,GB-2025-11-19,2025-11-19,0,previous_hour,previous_hour_fail,short,approach_reject,268.0,hour_box_13_running,0,0.0,,,0,,,,,,sweep_and_fail,,,10.0,111.25,126.0,12.6,target
GB,GB-2025-11-19,2025-11-19,0,nyam_box,ny_box_fail,long,at_level,297.0,ny_box_09_10,1,6.75,,,0,,,,,,sweep_and_fail,,,8.75,331.25,387.0,44.23,open
GB,GB-2025-11-19,2025-11-19,0,previous_hour,previous_hour_fail,long,five_minute_close,300.0,hour_box_13,0,10.5,,,0,,,,,,sweep_and_fail,,,19.0,119.5,154.25,8.12,stop
GB,GB-2025-11-19,2025-11-19,0,previous_hour,previous_hour_fail,long,five_minute_close,305.0,hour_box_13,1,10.75,,,0,,,,,,sweep_and_fail,,,19.0,119.75,154.5,8.13,stop
GB,GB-2025-11-19,2025-11-19,0,previous_hour,previous_hour_fail,long,five_minute_close,310.0,hour_box_14_running,0,3.25,,,1,ny_box_09_10_low,,,,,sweep_and_fail,,,7.5,122.5,169.25,22.57,stop
GB,GB-2025-11-19,2025-11-19,0,previous_hour,previous_hour_fail,long,five_minute_close,320.0,hour_box_13,2,7.75,,,0,,,,,,sweep_and_fail,,,28.25,107.5,142.25,5.04,target
GB,GB-2025-11-19,2025-11-19,0,previous_hour,previous_hour_fail,short,approach_reject,328.0,hour_box_13,0,0.0,,,0,,,,,,sweep_and_fail,,,42.75,72.0,86.75,2.03,stop
GB,GB-2025-11-19,2025-11-19,0,nyam_box,ny_box_fail,long,at_level,354.0,ny_box_10_11,1,11.5,,,0,,,,,,sweep_and_fail,,,13.5,240.0,1032.75,76.5,stop
GB,GB-2025-11-19,2025-11-19,0,nyam_box,ny_box_fail,long,at_level,357.0,ny_box_10_11,2,3.75,,,0,,,,,,sweep_and_fail,,,5.75,240.0,1032.75,179.61,stop
GB,GB-2025-11-19,2025-11-19,0,previous_hour,previous_hour_fail,short,five_minute_close,370.0,hour_box_15_running,0,24.0,,,0,,,,,,sweep_and_fail,,,42.25,145.5,164.0,3.88,open
GB,GB-2025-11-19,2025-11-19,0,previous_hour,previous_hour_fail,long,approach_reject,381.0,hour_box_15_running,0,0.0,,,0,,,,,,sweep_and_fail,,,48.25,105.5,107.25,2.22,open
GB,GB-2026-04-23,2026-04-23,0,prior_day_level,overnight_reclaim,short,at_level,-905.0,prior_day,0,5.0,,,1,asia_box_high,,,,,sweep_and_fail,short,True,7.0,365.25,1933.0,276.14,stop
GB,GB-2026-04-23,2026-04-23,0,prior_day_level,overnight_reclaim,short,at_level,-889.0,prior_day,1,2.0,,,1,asia_box_high,,,,,sweep_and_fail,short,True,4.0,365.25,1933.0,483.25,stop
GB,GB-2026-04-23,2026-04-23,0,prior_day_level,overnight_reclaim,short,post_open_retest,19.0,prior_day,2,6.75,,,1,asia_box_high,,,,,sweep_and_fail,short,True,8.75,365.25,1933.0,220.91,stop
GB,GB-2026-04-23,2026-04-23,0,prior_week_level,weekly_level,long,at_level,-793.0,prior_week,0,36.75,,,0,,,,,,sweep_and_fail,short,False,38.75,,8.0,0.21,target
GB,GB-2026-04-23,2026-04-23,0,golden_pocket,pocket_continuation,short,pocket_near_limit,-791.0,golden_pocket,0,0.0,,,1,ny_box_10_11_low,,,,,sweep_and_fail,short,True,31.71,,125.88,3.97,stop
GB,GB-2026-04-23,2026-04-23,0,nyam_box,ny_box_fail,long,stop_at_level,-789.0,prev_ny_box_10_11,0,4.0,,,1,asia_box_low,,,,,sweep_and_fail,short,False,6.0,154.25,241.0,40.17,target
GB,GB-2026-04-23,2026-04-23,0,golden_pocket,pocket_continuation,long,pocket_retest_after_failure,-675.0,golden_pocket,0,0.0,,,0,,,,,,sweep_and_fail,short,False,46.01,,134.12,2.91,stop
GB,GB-2026-04-23,2026-04-23,0,prior_week_level,weekly_level,long,at_level,-598.0,prior_week,1,4.75,,,0,,,,,,sweep_and_fail,short,False,6.75,,8.0,1.19,target
GB,GB-2026-04-23,2026-04-23,0,london_box,london_reclaim,long,at_level,-368.0,london_box_running,0,2.25,,,0,,,,,,sweep_and_fail,short,False,4.25,30.25,116.0,27.29,stop
GB,GB-2026-04-23,2026-04-23,0,nyam_box,ny_box_fail,short,at_level,-337.0,prev_ny_box_10_11,1,7.25,,,0,,,,,,sweep_and_fail,short,True,9.25,154.25,158.25,17.11,stop
GB,GB-2026-04-23,2026-04-23,0,asia_tdo_case,asia_fade,short,at_level,-263.0,tdo,1,2.25,,,0,,,,,,sweep_and_fail,short,True,4.25,,13.5,3.18,target
GB,GB-2026-04-23,2026-04-23,0,asia_tdo_case,asia_fade,long,at_level,-254.0,tdo,0,16.25,,,0,,,,,,sweep_and_fail,short,False,18.25,,11.75,0.64,target
GB,GB-2026-04-23,2026-04-23,0,london_box,london_reclaim,long,at_level,-199.0,london_box,0,28.0,,,0,,,,,,sweep_and_fail,short,False,30.0,95.5,175.0,5.83,target
GB,GB-2026-04-23,2026-04-23,0,london_box,london_reclaim,short,at_level,-99.0,london_box,0,66.25,,,0,,,,,,sweep_and_fail,short,True,68.25,95.5,107.25,1.57,stop
GB,GB-2026-04-23,2026-04-23,0,london_box,london_reclaim,short,at_level,-38.0,london_box,1,6.5,,,0,,,,,,sweep_and_fail,short,True,8.5,95.5,107.25,12.62,stop
GB,GB-2026-04-23,2026-04-23,0,cash_open_reclaim_case,cash_open,long,next_bar_open,2.0,cash_open,0,12.25,,,0,,,,,,sweep_and_fail,short,False,31.25,15.54,85.5,2.74,target
GB,GB-2026-04-23,2026-04-23,0,cash_open_reclaim_case,cash_open,short,next_bar_open,9.0,cash_open,0,74.0,,,0,,,,,,sweep_and_fail,short,True,84.0,3.46,104.5,1.24,stop
GB,GB-2026-04-23,2026-04-23,0,prior_day_level,overnight_reclaim,short,stop_at_next_level,31.0,prior_day,3,9.75,,,1,asia_box_high,,,,,sweep_and_fail,short,True,91.25,285.75,1853.5,20.31,stop
GB,GB-2026-04-23,2026-04-23,0,prior_day_level,overnight_reclaim,long,post_open_retest,19.0,prior_day,0,16.0,,,1,asia_box_high,,,,,sweep_and_fail,short,False,18.0,,5.0,0.28,stop
GB,GB-2026-04-23,2026-04-23,0,cash_open_reclaim_case,cash_open,short,next_bar_open,20.0,cash_open,0,23.0,,,0,,,,,,sweep_and_fail,short,True,16.0,71.46,172.5,10.78,stop
GB,GB-2026-04-23,2026-04-23,0,cash_open_reclaim_case,cash_open,long,next_bar_open,22.0,cash_open,0,109.75,,,0,,,,,,sweep_and_fail,short,False,88.75,78.04,23.0,0.26,target
GB,GB-2026-04-23,2026-04-23,0,nyam_box,ny_box_fail,short,at_level,67.0,ny_box_10_11_running,0,3.25,,,0,,,,,,sweep_and_fail,short,True,5.25,85.75,90.75,17.29,stop
