family,example_id,session,label,branch,play,side,mode,minutes_from_open,reference_kind,cycle,sweep_depth_points,sweep_depth_in_widths,depth_class,coincident_levels_n,coincident_levels,read_classification,read_aligned,read_big_range,read_open_inside_value,read_day_model,read_bias,side_with_bias,stop_points,first_objective_points,far_objective_points,rr_far,outcome
JJ,JJ-2026-02-24,2026-02-24,0,other_session,london,short,next_bar_open,-312.0,eq,0,,,,1,range_open,double_break,False,False,True,,,,9.25,23.25,23.25,2.51,target
JJ,JJ-2026-02-24,2026-02-24,0,other_session,london,short,next_bar_open,-278.0,eq,1,,,,1,range_open,double_break,False,False,True,,,,6.5,0.62,0.62,0.1,stop
JJ,JJ-2026-02-24,2026-02-24,0,other_session,london,long,next_bar_open,-274.0,eq,0,,,,1,range_open,double_break,False,False,True,,,,9.0,1.38,1.38,0.15,stop
JJ,JJ-2026-02-24,2026-02-24,0,other_session,london,short,next_bar_open,-263.0,q75,0,,,,0,,double_break,False,False,True,,,,13.0,15.88,15.88,1.22,target
JJ,JJ-2026-02-24,2026-02-24,0,judas_reversal,double_break,long,next_bar_open,2.0,box_low,0,,,inside_0_0.33,0,,double_break,False,False,True,,,,29.0,36.0,36.0,1.24,stop
JJ,JJ-2026-02-24,2026-02-24,0,judas_reversal,double_break,long,next_bar_open,3.0,onl,0,,,,2,london_low;proj_minus_0.33,double_break,False,False,True,,,,17.25,82.75,82.75,4.8,stop
JJ,JJ-2026-02-24,2026-02-24,0,judas_reversal,double_break,long,signature_close,5.0,minus_0.5,0,,,,1,proj_minus_0.5,double_break,False,False,True,,,,30.5,109.75,109.75,3.6,stop
JJ,JJ-2026-02-24,2026-02-24,0,judas_reversal,double_break,long,rejection_close,5.0,minus_0.66,0,,,,2,proj_minus_0.66;pzone_09:00_lo,double_break,False,False,True,,,,28.75,125.75,125.75,4.37,stop
JJ,JJ-2026-02-24,2026-02-24,0,judas_reversal,double_break,long,two_minute_close,9.0,d3_low,0,,,,1,prth_poc,double_break,False,False,True,,,,113.5,45.75,45.75,0.4,target
JJ,JJ-2026-02-24,2026-02-24,0,judas_reversal,double_break,short,next_bar_open,17.0,plus_0.33,0,,,,1,proj_plus_0.33,double_break,False,False,True,,,,25.0,69.5,69.5,2.78,stop
JJ,JJ-2026-02-24,2026-02-24,0,judas_reversal,double_break,short,next_bar_open,19.0,plus_0.5,0,,,,1,proj_plus_0.5,double_break,False,False,True,,,,38.0,82.5,82.5,2.17,target
JJ,JJ-2026-02-24,2026-02-24,0,judas_reversal,double_break,short,rejection_close,24.0,box_high,0,,,band_0.33_0.66,1,onh,double_break,False,False,True,,,,27.5,64.0,64.0,2.33,target
JJ,JJ-2026-02-24,2026-02-24,0,internal_rotation,big_range_eq,long,next_bar_open,30.0,q75,0,,,,2,box_q75;london_high,double_break,False,False,True,,,,13.75,31.75,31.75,2.31,stop
JJ,JJ-2026-02-24,2026-02-24,0,internal_rotation,big_range_eq,short,next_bar_open,31.0,eq,0,,,,1,box_eq,double_break,False,False,True,,,,9.75,16.0,16.0,1.64,stop
JJ,JJ-2026-02-24,2026-02-24,0,internal_rotation,big_range_eq,long,next_bar_open,32.0,q25,0,,,,2,box_q25;evrange_lower,double_break,False,False,True,,,,15.75,18.5,18.5,1.17,target
JJ,JJ-2026-02-24,2026-02-24,0,internal_rotation,big_range_eq,long,next_bar_open,32.0,eq,1,,,,1,box_eq,double_break,False,False,True,,,,15.75,18.5,18.5,1.17,target
JJ,JJ-2026-02-24,2026-02-24,0,internal_rotation,big_range_eq,short,next_bar_open,32.0,q75,0,,,,2,box_q75;london_high,double_break,False,False,True,,,,15.5,18.0,18.0,1.16,target
JJ,JJ-2026-02-24,2026-02-24,0,internal_rotation,big_range_eq,short,rejection_close,32.0,q75,1,,,,2,box_q75;london_high,double_break,False,False,True,,,,6.75,28.5,28.5,4.22,target
JJ,JJ-2026-02-24,2026-02-24,0,internal_rotation,big_range_eq,long,next_bar_open,34.0,prth_vah,2,,,,0,,double_break,False,False,True,,,,15.75,18.5,18.5,1.17,target
JJ,JJ-2026-02-24,2026-02-24,0,internal_rotation,big_range_eq,long,next_bar_open,34.0,prth_vah,3,,,,0,,double_break,False,False,True,,,,19.0,42.25,42.25,2.22,target
JJ,JJ-2026-02-24,2026-02-24,0,internal_rotation,big_range_eq,short,two_minute_close,36.0,prth_vah,1,,,,0,,double_break,False,False,True,,,,26.75,7.25,7.25,0.27,stop
JJ,JJ-2026-02-24,2026-02-24,0,internal_rotation,big_range_eq,short,next_bar_open,40.0,box_high,1,,,,1,onh,double_break,False,False,True,,,,11.0,51.75,51.75,4.7,stop
JJ,JJ-2026-02-24,2026-02-24,0,internal_rotation,big_range_eq,long,next_bar_open,40.0,eq,0,,,,1,box_eq,double_break,False,False,True,,,,22.75,40.0,40.0,1.76,target
JJ,JJ-2026-02-24,2026-02-24,0,internal_rotation,big_range_eq,long,rejection_close,42.0,box_high,1,,,,1,onh,double_break,False,False,True,,,,40.5,8.25,8.25,0.2,target
JJ,JJ-2026-02-24,2026-02-24,0,internal_rotation,big_range_eq,long,rejection_close,52.0,box_high,2,,,,1,onh,double_break,False,False,True,,,,40.5,8.25,8.25,0.2,target
JJ,JJ-2026-02-24,2026-02-24,0,judas_reversal,double_break,short,next_bar_open,56.0,plus_0.5,1,,,,1,proj_plus_0.5,double_break,False,False,True,,,,11.25,103.0,103.0,9.16,stop
JJ,JJ-2026-02-24,2026-02-24,0,judas_reversal,double_break,short,stop_at_line,57.0,plus_0.66,0,,,,1,proj_plus_0.66,double_break,False,False,True,,,,7.63,124.12,124.12,16.27,stop
JJ,JJ-2026-02-24,2026-02-24,0,judas_reversal,double_break,short,two_minute_close,105.0,prth_high,0,,,,1,proj_plus_1.33,double_break,False,False,True,,,,20.75,182.75,182.75,8.81,stop
JJ,JJ-2026-06-05-LONDON,2026-06-05,0,other_session,london,long,next_bar_open,-429.0,prth_low,0,,,,1,d1_low,single_break,True,False,False,,,,9.5,14.0,14.0,1.47,stop
JJ,JJ-2026-06-05-LONDON,2026-06-05,0,other_session,london,long,rejection_close,-387.0,q25,0,,,,1,evrange_upper,single_break,True,False,False,,,,4.5,51.62,51.62,11.47,stop
JJ,JJ-2026-06-05-LONDON,2026-06-05,0,other_session,london,short,next_bar_open,-386.0,q25,0,,,,1,evrange_upper,single_break,True,False,False,,,,16.5,43.5,43.5,2.64,stop
JJ,JJ-2026-06-05-LONDON,2026-06-05,0,other_session,london,short,next_bar_open,-350.0,eq,0,,,,0,,single_break,True,False,False,,,,17.0,94.0,94.0,5.53,stop
JJ,JJ-2026-06-05-LONDON,2026-06-05,0,other_session,london,long,next_bar_open,-308.0,eq,0,,,,0,,single_break,True,False,False,,,,10.75,13.88,13.88,1.29,stop
JJ,JJ-2026-06-05-LONDON,2026-06-05,0,other_session,london,short,rejection_close,-299.0,q75,0,,,,0,,single_break,True,False,False,,,,15.0,47.12,47.12,3.14,target
JJ,JJ-2026-06-05-LONDON,2026-06-05,0,other_session,london,long,next_bar_open,-297.0,q75,0,,,,0,,single_break,True,False,False,,,,9.5,56.25,56.25,5.92,stop
JJ,JJ-2026-06-05-LONDON,2026-06-05,0,other_session,london,short,next_bar_open,-296.0,q75,1,,,,0,,single_break,True,False,False,,,,8.5,58.38,58.38,6.87,target
JJ,JJ-2026-06-05-LONDON,2026-06-05,0,judas_outbound,single_break,short,stop_at_line,2.0,box_low,0,,,,1,onl,single_break,True,False,False,,,,5.0,96.75,96.75,19.35,stop
JJ,JJ-2026-06-05-LONDON,2026-06-05,0,single_purged,single_break,short,signature_close,3.0,q25,0,,,,1,box_q25,single_break,True,False,False,,,,30.0,19.5,19.5,0.65,target
JJ,JJ-2026-06-05-LONDON,2026-06-05,0,extension_reaction,double_break,long,rejection_block,40.0,extension_band,0,,,,1,proj_minus_1.33,single_break,True,False,False,,,,90.25,190.75,190.75,2.11,stop
JJ,JJ-2026-07-06,2026-07-06,0,other_session,london,short,stop_at_line,-382.0,eq,0,,,,1,box_low,double_break,True,False,False,,,,23.88,160.88,160.88,6.74,stop
JJ,JJ-2026-07-06,2026-07-06,0,other_session,london,long,next_bar_open,-381.0,eq,0,,,,1,box_low,double_break,True,False,False,,,,17.5,132.0,132.0,7.54,stop
JJ,JJ-2026-07-06,2026-07-06,0,other_session,london,long,next_bar_open,-209.0,prth_low,0,,,,2,box_eq;eq,double_break,True,False,False,,,,6.25,112.0,112.0,17.92,stop
JJ,JJ-2026-07-06,2026-07-06,0,judas_reversal,double_break,short,next_bar_open,-28.0,box_high,0,,,inside_0_0.33,0,,double_break,True,False,False,,,,19.0,35.12,35.12,1.85,target
JJ,JJ-2026-07-06,2026-07-06,0,single_extended,single_break,long,next_bar_open,-18.0,eq,0,,,,2,box_eq;prth_low,double_break,True,False,False,,,,9.0,45.25,45.25,5.03,stop
JJ,JJ-2026-07-06,2026-07-06,0,judas_reversal,double_break,long,next_bar_open,-10.0,box_low,0,,,inside_0_0.33,0,,double_break,True,False,False,,,,13.75,51.62,51.62,3.75,stop
JJ,JJ-2026-07-06,2026-07-06,0,judas_reversal,double_break,long,next_bar_open,1.0,minus_0.33,0,,,,1,proj_minus_0.33,double_break,True,False,False,,,,84.0,33.62,33.62,0.4,target
JJ,JJ-2026-07-06,2026-07-06,0,judas_reversal,double_break,long,next_bar_open,1.0,minus_0.5,0,,,,1,proj_minus_0.5,double_break,True,False,False,,,,84.0,33.62,33.62,0.4,target
JJ,JJ-2026-07-06,2026-07-06,0,judas_reversal,double_break,long,next_bar_open,1.0,minus_0.66,0,,,,1,proj_minus_0.66,double_break,True,False,False,,,,84.0,33.62,33.62,0.4,target
JJ,JJ-2026-07-06,2026-07-06,0,judas_reversal,double_break,short,next_bar_open,6.0,box_high,1,,,inside_0_0.33,0,,double_break,True,False,False,,,,18.5,36.88,36.88,1.99,target
JJ,JJ-2026-07-06,2026-07-06,0,judas_reversal,double_break,long,next_bar_open,7.0,minus_0.33,1,,,,1,proj_minus_0.33,double_break,True,False,False,,,,47.75,60.12,60.12,1.26,target
JJ,JJ-2026-07-06,2026-07-06,0,judas_reversal,double_break,long,next_bar_open,7.0,minus_0.5,1,,,,1,proj_minus_0.5,double_break,True,False,False,,,,47.75,60.12,60.12,1.26,target
JJ,JJ-2026-07-06,2026-07-06,0,judas_reversal,double_break,short,rejection_close,17.0,prth_high,0,,,,2,d1_high;pzone_T1_hi,double_break,True,False,False,,,,39.0,60.62,60.62,1.55,stop
JJ,JJ-2026-07-06,2026-07-06,0,judas_reversal,double_break,short,next_bar_open,17.0,plus_0.33,0,,,,1,proj_plus_0.33,double_break,True,False,False,,,,61.25,22.12,22.12,0.36,stop
JJ,JJ-2026-07-06,2026-07-06,0,judas_reversal,double_break,short,rejection_close,21.0,plus_0.5,0,,,,2,evrange_upper;proj_plus_0.5,double_break,True,False,False,,,,39.0,60.62,60.62,1.55,stop
JJ,JJ-2026-07-06,2026-07-06,0,judas_reversal,double_break,short,next_bar_open,23.0,plus_0.66,0,,,,1,proj_plus_0.66,double_break,True,False,False,,,,16.5,108.62,108.62,6.58,stop
JJ,JJ-2026-07-06,2026-07-06,0,judas_reversal,double_break,short,next_bar_open,43.0,onh,0,,,,2,asia_high;pzone_T2_hi,double_break,True,False,False,,,,21.75,111.38,111.38,5.12,stop
JJ,JJ-2026-07-06,2026-07-06,0,extension_reaction,double_break,short,absorption,88.0,extension_band,0,,,,1,proj_plus_1.33,double_break,True,False,False,,,,7.25,71.25,71.25,9.83,stop
JJ,JJ-2026-07-10,2026-07-10,0,other_session,london,short,next_bar_open,-384.0,q25,0,,,,3,prth_val;pzone_T1_hi;range_open,double_break,False,False,True,,,,6.75,45.5,45.5,6.74,target
JJ,JJ-2026-07-10,2026-07-10,0,other_session,london,short,next_bar_open,-383.0,q25,1,,,,3,prth_val;pzone_T1_hi;range_open,double_break,False,False,True,,,,10.75,46.75,46.75,4.35,target
JJ,JJ-2026-07-10,2026-07-10,0,other_session,london,long,next_bar_open,-372.0,q25,0,,,,3,prth_val;pzone_T1_hi;range_open,double_break,False,False,True,,,,8.25,52.12,52.12,6.32,stop
JJ,JJ-2026-07-10,2026-07-10,0,other_session,london,long,rejection_close,-335.0,london_low,0,,,,2,box_low;pzone_T1_lo,double_break,False,False,True,,,,33.75,92.12,92.12,2.73,stop
JJ,JJ-2026-07-10,2026-07-10,0,judas_reversal,double_break,short,next_bar_open,3.0,box_high,0,,,inside_0_0.33,0,,double_break,False,False,True,,,,15.5,52.75,52.75,3.4,stop
JJ,JJ-2026-07-10,2026-07-10,0,judas_reversal,double_break,short,next_bar_open,7.0,plus_0.33,0,,,,1,proj_plus_0.33,double_break,False,False,True,,,,16.25,93.0,93.0,5.72,target
JJ,JJ-2026-07-10,2026-07-10,0,judas_reversal,double_break,short,next_bar_open,20.0,plus_0.5,0,,,,3,evrange_plus_50;proj_plus_0.5;pzone_T3_hi,double_break,False,False,True,,,,14.0,111.25,111.25,7.95,stop
JJ,JJ-2026-07-10,2026-07-10,0,judas_reversal,double_break,short,next_bar_open,21.0,plus_0.33,1,,,,1,proj_plus_0.33,double_break,False,False,True,,,,14.0,111.25,111.25,7.95,stop
JJ,JJ-2026-07-10,2026-07-10,0,judas_reversal,double_break,short,next_bar_open,23.0,plus_0.66,0,,,,3,asia_high;onh;proj_plus_0.66,double_break,False,False,True,,,,12.25,131.75,131.75,10.76,target
JJ,JJ-2026-07-10,2026-07-10,0,judas_reversal,double_break,short,next_bar_open,25.0,onh,1,,,,2,asia_high;proj_plus_0.66,double_break,False,False,True,,,,19.0,123.5,123.5,6.5,target
JJ,JJ-2026-07-10,2026-07-10,0,internal_rotation,big_range_eq,short,next_bar_open,51.0,prth_poc,3,,,,0,,double_break,False,False,True,,,,18.5,78.0,78.0,4.22,target
JJ,JJ-2026-07-10,2026-07-10,0,internal_rotation,big_range_eq,short,next_bar_open,52.0,q75,2,,,,1,box_q75,double_break,False,False,True,,,,18.25,45.5,45.5,2.49,target
JJ,JJ-2026-07-10,2026-07-10,0,internal_rotation,big_range_eq,long,next_bar_open,54.0,box_high,3,,,,0,,double_break,False,False,True,,,,24.25,23.75,23.75,0.98,ambiguous
JJ,JJ-2026-07-10,2026-07-10,0,internal_rotation,big_range_eq,short,next_bar_open,63.0,prth_val,0,,,,2,pzone_T1_hi;range_open,double_break,False,False,True,,,,21.75,58.0,58.0,2.67,target
JJ,JJ-2026-07-10,2026-07-10,0,internal_rotation,big_range_eq,short,next_bar_open,63.0,eq,1,,,,1,box_eq,double_break,False,False,True,,,,15.5,32.25,32.25,2.08,target
JJ,JJ-2026-07-10,2026-07-10,0,internal_rotation,big_range_eq,long,rejection_close,64.0,box_low,0,,,,0,,double_break,False,False,True,,,,154.25,0.5,0.5,0.0,target
JJ,JJ-2026-07-10,2026-07-10,0,internal_rotation,big_range_eq,long,rejection_close,64.0,prth_val,3,,,,2,pzone_T1_hi;range_open,double_break,False,False,True,,,,154.25,0.5,0.5,0.0,target
JJ,JJ-2026-07-10,2026-07-10,0,internal_rotation,big_range_eq,long,rejection_close,64.0,eq,2,,,,1,box_eq,double_break,False,False,True,,,,154.25,0.5,0.5,0.0,target
JJ,JJ-2026-07-10,2026-07-10,0,judas_reversal,double_break,long,next_bar_open,64.0,minus_0.33,0,,,,2,evrange_lower;proj_minus_0.33,double_break,False,False,True,,,,163.75,54.0,54.0,0.33,target
JJ,JJ-2026-07-10,2026-07-10,0,judas_reversal,double_break,long,next_bar_open,64.0,minus_0.5,0,,,,3,london_low;onl;proj_minus_0.5,double_break,False,False,True,,,,163.75,54.0,54.0,0.33,target
JJ,JJ-2026-07-10,2026-07-10,0,judas_reversal,double_break,long,next_bar_open,64.0,minus_0.66,0,,,,1,proj_minus_0.66,double_break,False,False,True,,,,163.75,54.0,54.0,0.33,target
JJ,JJ-2026-07-10,2026-07-10,0,judas_reversal,double_break,long,next_bar_open,65.0,onl,0,,,,3,london_low;proj_minus_0.5;pzone_T2_lo,double_break,False,False,True,,,,163.75,54.0,54.0,0.33,target
JJ,JJ-2026-07-10,2026-07-10,0,internal_rotation,big_range_eq,short,rejection_close,66.0,eq,2,,,,1,box_eq,double_break,False,False,True,,,,35.25,47.0,47.0,1.33,stop
JJ,JJ-2026-07-10,2026-07-10,0,internal_rotation,big_range_eq,short,next_bar_open,66.0,q75,3,,,,1,box_q75,double_break,False,False,True,,,,27.5,21.5,21.5,0.78,stop
JJ,JJ-2026-07-10,2026-07-10,0,internal_rotation,big_range_eq,long,next_bar_open,68.0,eq,3,,,,1,box_eq,double_break,False,False,True,,,,27.5,36.75,36.75,1.34,target
JJ,JJ-2026-07-10,2026-07-10,0,internal_rotation,big_range_eq,short,rejection_close,90.0,prth_val,1,,,,2,pzone_T1_hi;range_open,double_break,False,False,True,,,,35.25,47.0,47.0,1.33,stop
JJ,JJ-2026-07-10,2026-07-10,0,internal_rotation,big_range_eq,short,signature_close,91.0,q25,0,,,,2,asia_low;box_q25,double_break,False,False,True,,,,15.0,45.0,45.0,3.0,stop
JJ,JJ-2026-07-10,2026-07-10,1,internal_rotation,big_range_eq,long,next_bar_open,92.0,q25,3,,,,2,asia_low;box_q25,double_break,False,False,True,,,,30.75,14.0,14.0,0.46,target
JJ,JJ-2026-07-10,2026-07-10,0,internal_rotation,big_range_eq,short,next_bar_open,118.0,prth_vah,0,,,,0,,double_break,False,False,True,,,,13.25,149.75,149.75,11.3,stop
JJ,JJ-2026-07-10,2026-07-10,0,judas_reversal,double_break,short,next_bar_open,118.0,d3_high,0,,,,0,,double_break,False,False,True,,,,12.25,137.5,137.5,11.22,stop
JJ,JJ-2026-07-10,2026-07-10,0,extension_reaction,double_break,short,rejection_block,212.0,extension_band,0,,,,1,proj_plus_1.33,double_break,False,False,True,,,,20.75,126.75,126.75,6.11,stop
JJ,JJ-2026-07-16,2026-07-16,0,other_session,london,long,next_bar_open,-387.0,q25,0,,,,0,,single_break,True,False,False,,,,11.75,51.0,51.0,4.34,stop
JJ,JJ-2026-07-16,2026-07-16,0,other_session,london,short,next_bar_open,-386.0,q25,0,,,,0,,single_break,True,False,False,,,,6.5,52.5,52.5,8.08,stop
JJ,JJ-2026-07-16,2026-07-16,0,other_session,london,long,next_bar_open,-355.0,london_low,0,,,,1,asia_low,single_break,True,False,False,,,,23.25,86.75,86.75,3.73,stop
JJ,JJ-2026-07-16,2026-07-16,0,other_session,london,long,next_bar_open,-326.0,minus_0.33,0,,,,1,range_open,single_break,True,False,False,,,,10.0,169.25,169.25,16.93,stop
JJ,JJ-2026-07-16,2026-07-16,0,other_session,london,long,stop_at_line,-317.0,minus_0.5,0,,,,0,,single_break,True,False,False,,,,5.0,203.5,203.5,40.7,stop
JJ,JJ-2026-07-16,2026-07-16,1,single_extended,single_break,short,next_bar_open,-8.0,eq,0,,,,1,box_eq,single_break,True,False,False,,,,11.5,97.75,97.75,8.5,stop
JJ,JJ-2026-07-16,2026-07-16,0,single_extended,single_break,long,next_bar_open,-6.0,eq,0,,,,1,box_eq,single_break,True,False,False,,,,14.75,90.5,90.5,6.14,stop
JJ,JJ-2026-07-16,2026-07-16,0,single_purged,single_break,short,next_bar_open,2.0,q75,0,,,,1,box_q75,single_break,True,False,False,,,,32.0,144.0,144.0,4.5,target
JJ,JJ-2026-07-16,2026-07-16,0,judas_outbound,single_break,short,stop_at_line,13.0,box_low,0,,,,1,onl,single_break,True,False,False,,,,5.0,100.12,100.12,20.02,stop
JJ,JJ-2026-07-27,2026-07-27,0,other_session,london,long,next_bar_open,-350.0,q75,0,,,,0,,double_break,True,False,False,,,,8.25,53.0,53.0,6.42,stop
JJ,JJ-2026-07-27,2026-07-27,0,other_session,london,short,next_bar_open,-349.0,q75,0,,,,0,,double_break,True,False,False,,,,9.75,47.88,47.88,4.91,stop
JJ,JJ-2026-07-27,2026-07-27,0,other_session,london,short,next_bar_open,-286.0,london_high,0,,,,2,asia_high;d1_high,double_break,True,False,False,,,,12.5,107.12,107.12,8.57,stop
JJ,JJ-2026-07-27,2026-07-27,1,single_extended,single_break,short,next_bar_open,-28.0,eq,0,,,,1,box_eq,double_break,True,False,False,,,,22.0,53.75,53.75,2.44,target
JJ,JJ-2026-07-27,2026-07-27,0,judas_reversal,double_break,long,next_bar_open,2.0,minus_0.33,0,,,,2,proj_minus_0.33;prth_vah,double_break,True,False,False,,,,16.25,113.38,113.38,6.98,stop
JJ,JJ-2026-07-27,2026-07-27,0,judas_reversal,double_break,long,next_bar_open,2.0,minus_0.5,0,,,,1,proj_minus_0.5,double_break,True,False,False,,,,18.0,128.12,128.12,7.12,stop
JJ,JJ-2026-07-27,2026-07-27,0,judas_reversal,double_break,long,next_bar_open,5.0,onl,0,,,,2,asia_low;proj_minus_1,double_break,True,False,False,,,,24.5,187.12,187.12,7.64,stop
JJ,JJ-2026-07-27,2026-07-27,0,judas_reversal,double_break,long,stop_at_line,6.0,minus_0.66,0,,,,1,proj_minus_0.66,double_break,True,False,False,,,,29.53,149.35,149.35,5.06,stop
JJ,JJ-2026-07-27,2026-07-27,0,judas_reversal,double_break,long,next_bar_open,15.0,d2_low,0,,,,0,,double_break,True,False,False,,,,21.75,248.88,248.88,11.44,stop
JJ,JJ-2026-07-27,2026-07-27,0,judas_reversal,double_break,long,next_bar_open,53.0,prth_low,0,,,,1,d1_low,double_break,True,False,False,,,,40.5,447.12,447.12,11.04,stop
JJ,JJ-2026-07-28,2026-07-28,0,other_session,london,long,next_bar_open,-392.0,prth_low,0,,,,3,box_eq;d1_low;eq,single_break,True,False,False,,,,12.5,45.75,45.75,3.66,target
JJ,JJ-2026-07-28,2026-07-28,0,other_session,london,long,next_bar_open,-383.0,prth_low,1,,,,3,box_eq;d1_low;eq,single_break,True,False,False,,,,14.0,72.0,72.0,5.14,stop
JJ,JJ-2026-07-28,2026-07-28,0,other_session,london,long,next_bar_open,-351.0,q25,0,,,,2,asia_low;evrange_lower,single_break,True,False,False,,,,6.75,88.5,88.5,13.11,stop
JJ,JJ-2026-07-28,2026-07-28,0,other_session,london,short,rejection_close,-331.0,q25,0,,,,2,asia_low;evrange_lower,single_break,True,False,False,,,,3.25,94.0,94.0,28.92,stop
JJ,JJ-2026-07-28,2026-07-28,0,other_session,london,short,next_bar_open,-290.0,eq,0,,,,0,,single_break,True,False,False,,,,10.0,2.0,2.0,0.2,stop
JJ,JJ-2026-07-28,2026-07-28,0,other_session,london,long,next_bar_open,-289.0,eq,0,,,,0,,single_break,True,False,False,,,,11.0,3.5,3.5,0.32,stop
JJ,JJ-2026-07-28,2026-07-28,0,single_extended,single_break,long,next_bar_open,0.0,eq,0,,,,3,box_eq;d1_low;prth_low,single_break,True,False,False,,,,14.5,85.0,85.0,5.86,stop
JJ,JJ-2026-07-28,2026-07-28,0,single_purged,single_break,short,next_bar_open,2.0,q75,0,,,,2,box_q75;prth_val,single_break,True,False,False,,,,51.5,97.25,97.25,1.89,target
JJ,JJ-2026-08-28,2026-08-28,0,other_session,london,short,next_bar_open,-388.0,eq,0,,,,3,box_q75;london_high;q75,double_break,True,False,True,,,,29.0,27.75,27.75,0.96,target
JJ,JJ-2026-08-28,2026-08-28,0,other_session,london,long,next_bar_open,-364.0,q25,0,,,,0,,double_break,True,False,True,,,,9.75,30.62,30.62,3.14,stop
JJ,JJ-2026-08-28,2026-08-28,0,other_session,london,short,rejection_close,-363.0,q25,0,,,,0,,double_break,True,False,True,,,,9.0,15.25,15.25,1.69,target
JJ,JJ-2026-08-28,2026-08-28,0,other_session,london,long,next_bar_open,-344.0,london_low,0,,,,3,asia_low;box_low;evrange_lower,double_break,True,False,True,,,,9.0,53.62,53.62,5.96,stop
JJ,JJ-2026-08-28,2026-08-28,0,other_session,london,short,stop_at_line,-339.0,q25,1,,,,0,,double_break,True,False,True,,,,8.31,20.69,20.69,2.49,target
JJ,JJ-2026-08-28,2026-08-28,0,judas_reversal,double_break,short,two_minute_close,-25.0,box_high,0,,,inside_0_0.33,0,,double_break,True,False,True,,,,27.0,30.62,30.62,1.13,target
JJ,JJ-2026-08-28,2026-08-28,0,judas_reversal,double_break,short,next_bar_open,-23.0,box_high,1,,,inside_0_0.33,0,,double_break,True,False,True,,,,13.5,29.88,29.88,2.21,target
JJ,JJ-2026-08-28,2026-08-28,0,single_extended,single_break,long,next_bar_open,-2.0,eq,0,,,,2,box_eq;prth_vah,double_break,True,False,True,,,,9.25,38.0,38.0,4.11,stop
JJ,JJ-2026-08-28,2026-08-28,0,judas_reversal,double_break,long,rejection_close,3.0,onl,0,,,,2,london_low;prth_poc,double_break,True,False,True,,,,19.75,46.88,46.88,2.37,target
JJ,JJ-2026-08-28,2026-08-28,0,judas_reversal,double_break,long,next_bar_open,3.0,minus_0.33,0,,,,2,proj_minus_0.33;pzone_T2_lo,double_break,True,False,True,,,,21.5,45.62,45.62,2.12,target
JJ,JJ-2026-08-28,2026-08-28,1,judas_reversal,double_break,long,rejection_close,3.0,asia_low,0,,,,2,box_low;evrange_lower,double_break,True,False,True,,,,19.75,46.88,46.88,2.37,target
JJ,JJ-2026-08-28,2026-08-28,0,judas_reversal,double_break,long,next_bar_open,5.0,onl,1,,,,2,london_low;prth_poc,double_break,True,False,True,,,,25.25,46.12,46.12,1.83,target
JJ,JJ-2026-08-28,2026-08-28,0,judas_reversal,double_break,long,next_bar_open,7.0,box_low,1,,,inside_0_0.33,2,asia_low;evrange_lower,double_break,True,False,True,,,,19.0,29.38,29.38,1.55,target
JJ,JJ-2026-08-28,2026-08-28,0,judas_reversal,double_break,short,rejection_close,12.0,plus_0.33,0,,,,1,proj_plus_0.33,double_break,True,False,True,,,,45.75,28.62,28.62,0.63,target
JJ,JJ-2026-08-28,2026-08-28,0,judas_reversal,double_break,short,next_bar_open,14.0,plus_0.5,0,,,,3,d1_high;proj_plus_0.5;prth_high,double_break,True,False,True,,,,13.0,64.62,64.62,4.97,target
JJ,JJ-2026-08-28,2026-08-28,0,judas_reversal,double_break,short,next_bar_open,19.0,plus_0.5,1,,,,3,d1_high;proj_plus_0.5;prth_high,double_break,True,False,True,,,,10.0,67.38,67.38,6.74,target
JJ,JJ-2026-08-28,2026-08-28,0,judas_reversal,double_break,short,next_bar_open,20.0,plus_0.33,1,,,,1,proj_plus_0.33,double_break,True,False,True,,,,10.0,67.38,67.38,6.74,target
JJ,JJ-2026-08-28,2026-08-28,0,internal_rotation,big_range_eq,long,next_bar_open,30.0,q75,3,,,,1,box_q75,double_break,True,False,True,,,,20.75,9.5,9.5,0.46,ambiguous
JJ,JJ-2026-08-28,2026-08-28,0,internal_rotation,big_range_eq,short,next_bar_open,30.0,prth_vah,0,,,,3,box_eq;eq;pzone_T1_lo,double_break,True,False,True,,,,31.25,17.5,17.5,0.56,stop
JJ,JJ-2026-08-28,2026-08-28,0,internal_rotation,big_range_eq,short,rejection_close,30.0,q75,1,,,,1,box_q75,double_break,True,False,True,,,,8.25,20.62,20.62,2.5,stop
JJ,JJ-2026-08-28,2026-08-28,0,internal_rotation,big_range_eq,long,next_bar_open,31.0,box_high,0,,,,0,,double_break,True,False,True,,,,25.75,20.12,20.12,0.78,stop
JJ,JJ-2026-08-28,2026-08-28,0,internal_rotation,big_range_eq,long,next_bar_open,31.0,q75,1,,,,1,box_q75,double_break,True,False,True,,,,15.0,26.25,26.25,1.75,stop
JJ,JJ-2026-08-28,2026-08-28,0,internal_rotation,big_range_eq,long,next_bar_open,32.0,q25,1,,,,1,box_q25,double_break,True,False,True,,,,87.5,13.38,13.38,0.15,stop
JJ,JJ-2026-08-28,2026-08-28,0,internal_rotation,big_range_eq,short,rejection_close,34.0,q25,2,,,,1,box_q25,double_break,True,False,True,,,,42.0,34.12,34.12,0.81,target
