abs_gamma_sum,available_at_ns,board_n_live,control.high.s,control.high.ticks,control.high.within_16,control.high.within_4,control.high.within_8,control.low.s,control.low.ticks,control.low.within_16,control.low.within_4,control.low.within_8,control.offset_s,day,expiry_bucket,extremes_sha256,high.dt_after_available_ns,high.extreme_time_ns,high.s,high.ticks,high.within_16,high.within_4,high.within_8,high_after_available,high_session_bucket,high_time_ns,implied_move,kind,level_id,low.dt_after_available_ns,low.extreme_time_ns,low.s,low.ticks,low.within_16,low.within_4,low.within_8,low_after_available,low_session_bucket,low_time_ns,map_status,mapped_nq,oi_sum,rank,ratio,root,rth_high,rth_high.s,rth_high.ticks,rth_high.within_16,rth_high.within_4,rth_high.within_8,rth_low,rth_low.s,rth_low.ticks,rth_low.within_16,rth_low.within_4,rth_low.within_8,s_prior_rth_range,scenario_label,signed_gamma,spot,strike,vol_regime,year
6021855826.757612,1578063600000000000,686,7.4937641869289235,2615.323701238194,False,False,False,5.522417482057863,1927.3237012381942,False,False,False,-1.0,2020-01-03,0DTE,17ebce163a560e730e429db795105a823f86593a85ca40de95f4dffa60a26cf4,-56763640797735,1578006836359202265,6.4937641869289235,2266.323701238194,False,False,False,False,overnight_or_pre,1578006836359202265,1.612074408095301,top_gamma,SPY:2020-01-03:top_gamma:3:305.0,-14526944193595,1578049073055806405,4.522417482057863,1578.3237012381942,False,False,False,False,overnight_or_pre,1578049073055806405,ok,8340.669074690451,2787792,3,27.346455982591642,SPY,,5.972274215582218,2084.323701238194,False,False,False,,4.926428943375915,1719.3237012381942,False,False,False,87.25,baseline_proxy_not_known_inventory,,322.74,305.0,low,2020
6021855826.757612,1578063600000000000,686,0.7747644050691463,270.3927773691321,False,False,False,2.7461111099402067,958.3927773691321,False,False,False,1.0,2020-01-03,0DTE,17ebce163a560e730e429db795105a823f86593a85ca40de95f4dffa60a26cf4,-56763640797735,1578006836359202265,0.2252355949308536,78.60722263086791,False,False,False,False,overnight_or_pre,1578006836359202265,1.612074408095301,top_vanna,SPY:2020-01-03:top_vanna:1:325.0,-14526944193595,1578049073055806405,1.7461111099402065,609.3927773691321,False,False,False,False,overnight_or_pre,1578049073055806405,ok,8887.598194342283,2787792,1,27.346455982591642,SPY,,0.2962543764158513,103.39277736913209,False,False,False,,1.342099648622155,468.3927773691321,False,False,False,87.25,baseline_proxy_not_known_inventory,,322.74,325.0,low,2020
6021855826.757612,1578063600000000000,686,4.4937641869289235,1568.3237012381942,False,False,False,2.522417482057863,880.3237012381942,False,False,False,2.0,2020-01-03,0DTE,17ebce163a560e730e429db795105a823f86593a85ca40de95f4dffa60a26cf4,-56763640797735,1578006836359202265,6.4937641869289235,2266.323701238194,False,False,False,False,overnight_or_pre,1578006836359202265,1.612074408095301,top_vanna,SPY:2020-01-03:top_vanna:2:305.0,-14526944193595,1578049073055806405,4.522417482057863,1578.3237012381942,False,False,False,False,overnight_or_pre,1578049073055806405,ok,8340.669074690451,2787792,2,27.346455982591642,SPY,,5.972274215582218,2084.323701238194,False,False,False,,4.926428943375915,1719.3237012381942,False,False,False,87.25,baseline_proxy_not_known_inventory,,322.74,305.0,low,2020
6021855826.757612,1578063600000000000,686,5.434043475728633,1896.4811730292931,False,False,False,3.4626967708575735,1208.4811730292931,False,False,False,2.0,2020-01-03,0DTE,17ebce163a560e730e429db795105a823f86593a85ca40de95f4dffa60a26cf4,-56763640797735,1578006836359202265,7.434043475728633,2594.481173029293,False,False,False,False,overnight_or_pre,1578006836359202265,1.612074408095301,top_vanna,SPY:2020-01-03:top_vanna:3:302.0,-14526944193595,1578049073055806405,5.4626967708575735,1906.4811730292931,False,False,False,False,overnight_or_pre,1578049073055806405,ok,8258.629706742677,2787792,3,27.346455982591642,SPY,,6.912553504381929,2412.481173029293,False,False,False,,5.866708232175625,2047.4811730292931,False,False,False,87.25,baseline_proxy_not_known_inventory,,322.74,302.0,low,2020
6021855826.757612,1578063600000000000,686,6.434043475728633,2245.481173029293,False,False,False,4.4626967708575735,1557.4811730292931,False,False,False,1.0,2020-01-03,0DTE,17ebce163a560e730e429db795105a823f86593a85ca40de95f4dffa60a26cf4,-56763640797735,1578006836359202265,7.434043475728633,2594.481173029293,False,False,False,False,overnight_or_pre,1578006836359202265,1.612074408095301,top_vega,SPY:2020-01-03:top_vega:1:302.0,-14526944193595,1578049073055806405,5.4626967708575735,1906.4811730292931,False,False,False,False,overnight_or_pre,1578049073055806405,ok,8258.629706742677,2787792,1,27.346455982591642,SPY,,6.912553504381929,2412.481173029293,False,False,False,,5.866708232175625,2047.4811730292931,False,False,False,87.25,baseline_proxy_not_known_inventory,,322.74,302.0,low,2020
6021855826.757612,1578063600000000000,686,8.493764186928923,2964.323701238194,False,False,False,6.522417482057863,2276.323701238194,False,False,False,-2.0,2020-01-03,0DTE,17ebce163a560e730e429db795105a823f86593a85ca40de95f4dffa60a26cf4,-56763640797735,1578006836359202265,6.4937641869289235,2266.323701238194,False,False,False,False,overnight_or_pre,1578006836359202265,1.612074408095301,top_vega,SPY:2020-01-03:top_vega:2:305.0,-14526944193595,1578049073055806405,4.522417482057863,1578.3237012381942,False,False,False,False,overnight_or_pre,1578049073055806405,ok,8340.669074690451,2787792,2,27.346455982591642,SPY,,5.972274215582218,2084.323701238194,False,False,False,,4.926428943375915,1719.3237012381942,False,False,False,87.25,baseline_proxy_not_known_inventory,,322.74,305.0,low,2020
6021855826.757612,1578063600000000000,686,0.9118091653309501,318.2213987005016,False,False,False,1.05953753954011,369.7786012994984,False,False,False,-1.0,2020-01-03,0DTE,17ebce163a560e730e429db795105a823f86593a85ca40de95f4dffa60a26cf4,-56763640797735,1578006836359202265,0.08819083466904987,30.778601299498405,False,False,False,False,overnight_or_pre,1578006836359202265,1.612074408095301,top_vega,SPY:2020-01-03:top_vega:3:326.0,-14526944193595,1578049073055806405,2.05953753954011,718.7786012994984,False,False,False,False,overnight_or_pre,1578049073055806405,ok,8914.944650324875,2787792,3,27.346455982591642,SPY,,0.6096808060157547,212.7786012994984,False,False,False,,1.6555260782220584,577.7786012994984,False,False,False,87.25,baseline_proxy_not_known_inventory,,322.74,326.0,low,2020
3932200818.795156,1578322800000000000,555,1.271861837835973,464.2295708101301,False,False,False,2.915697454274329,1064.22957081013,False,False,False,2.0,2020-01-06,0DTE,17ebce163a560e730e429db795105a823f86593a85ca40de95f4dffa60a26cf4,21719207118757,1578344519207118757,0.7281381621640272,265.7704291898699,False,False,False,True,other,1578344519207118757,1.127674396083793,key_gamma,SPY:2020-01-06:key_gamma:1:322.0,-19673477278031,1578303126522721969,0.915697454274329,334.2295708101301,False,False,False,False,overnight_or_pre,1578303126522721969,ok,8806.557392702533,2356219,1,27.3495571201942,SPY,,0.6541655594243011,238.7704291898699,False,False,False,,0.8499440296167948,310.2295708101301,False,False,False,91.25,baseline_proxy_not_known_inventory,-944790585.5623735,321.6,322.0,low,2020
3932200818.795156,1578322800000000000,555,3.3275805100039118,1214.5668861514278,False,False,False,1.6837448935655555,614.5668861514278,False,False,False,-2.0,2020-01-06,0DTE,17ebce163a560e730e429db795105a823f86593a85ca40de95f4dffa60a26cf4,21719207118757,1578344519207118757,1.3275805100039118,484.56688615142775,False,False,False,True,other,1578344519207118757,1.127674396083793,call_wall,SPY:2020-01-06:call_wall:1:320.0,-19673477278031,1578303126522721969,0.3162551064344445,115.43311384857225,False,False,False,False,overnight_or_pre,1578303126522721969,ok,8751.858278462143,2356219,1,27.3495571201942,SPY,,1.2536079072641857,457.56688615142775,False,False,False,,0.2505016817769103,91.43311384857225,False,False,False,91.25,baseline_proxy_not_known_inventory,331206333.3677585,321.6,320.0,low,2020
3932200818.795156,1578322800000000000,555,1.271861837835973,464.2295708101301,False,False,False,2.915697454274329,1064.22957081013,False,False,False,2.0,2020-01-06,0DTE,17ebce163a560e730e429db795105a823f86593a85ca40de95f4dffa60a26cf4,21719207118757,1578344519207118757,0.7281381621640272,265.7704291898699,False,False,False,True,other,1578344519207118757,1.127674396083793,put_wall,SPY:2020-01-06:put_wall:1:322.0,-19673477278031,1578303126522721969,0.915697454274329,334.2295708101301,False,False,False,False,overnight_or_pre,1578303126522721969,ok,8806.557392702533,2356219,1,27.3495571201942,SPY,,0.6541655594243011,238.7704291898699,False,False,False,,0.8499440296167948,310.2295708101301,False,False,False,91.25,baseline_proxy_not_known_inventory,-944790585.5623735,321.6,322.0,low,2020
